   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
     8665    0.95000  1.17795040924E+10   3.32711   3.51577  12.99811 -30.00000   0.46011   0.00000  0.00000E+00  9.89900E-01  2.78600E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00903  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939014720
     8666    0.95000  1.17795046523E+10   3.32718   3.51576  12.99817 -30.00000   0.46012   0.00000  0.00000E+00  9.89900E-01  2.78700E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939083271
     8667    0.95000  1.17795052010E+10   3.32726   3.51575  12.99823 -30.00000   0.46014   0.00000  0.00000E+00  9.89900E-01  2.78900E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00903  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939150471
     8668    0.95000  1.17795057735E+10   3.32735   3.51573  12.99830 -30.00000   0.46016   0.00000  0.00000E+00  9.89900E-01  2.79000E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00903  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939220571
     8669    0.95000  1.17795063318E+10   3.32742   3.51572  12.99836 -30.00000   0.46017   0.00000  0.00000E+00  9.89900E-01  2.79100E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939288941
     8670    0.95000  1.17795068795E+10   3.32750   3.51571  12.99842 -30.00000   0.46019   0.00000  0.00000E+00  9.89900E-01  2.79200E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939356005
     8671    0.95000  1.17795074510E+10   3.32758   3.51570  12.99848 -30.00000   0.46021   0.00000  0.00000E+00  9.89900E-01  2.79400E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00903  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939425992
     8672    0.95000  1.17795080086E+10   3.32766   3.51569  12.99854 -30.00000   0.46022   0.00000  0.00000E+00  9.89900E-01  2.79500E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939494271
     8673    0.95000  1.17795085557E+10   3.32774   3.51568  12.99859 -30.00000   0.46024   0.00000  0.00000E+00  9.89900E-01  2.79600E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939561261
     8674    0.95000  1.17795091267E+10   3.32782   3.51567  12.99866 -30.00000   0.46026   0.00000  0.00000E+00  9.89900E-01  2.79700E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00903  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939631181
     8675    0.95000  1.17795096838E+10   3.32790   3.51566  12.99871 -30.00000   0.46027   0.00000  0.00000E+00  9.89900E-01  2.79900E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939699400
     8676    0.95000  1.17795102304E+10   3.32798   3.51565  12.99877 -30.00000   0.46029   0.00000  0.00000E+00  9.89900E-01  2.80000E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939766336
     8677    0.95000  1.17795108010E+10   3.32806   3.51564  12.99883 -30.00000   0.46031   0.00000  0.00000E+00  9.89900E-01  2.80100E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939836203
     8678    0.95000  1.17795113577E+10   3.32814   3.51563  12.99889 -30.00000   0.46033   0.00000  0.00000E+00  9.89900E-01  2.80200E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939904373
     8679    0.95000  1.17795119039E+10   3.32821   3.51563  12.99895 -30.00000   0.46034   0.00000  0.00000E+00  9.89900E-01  2.80400E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9939971261
     8680    0.95000  1.17795124741E+10   3.32830   3.51562  12.99901 -30.00000   0.46036   0.00000  0.00000E+00  9.89900E-01  2.80500E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940041081
     8681    0.95000  1.17795130304E+10   3.32837   3.51561  12.99907 -30.00000   0.46038   0.00000  0.00000E+00  9.89900E-01  2.80600E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940109205
     8682    0.95000  1.17795135762E+10   3.32845   3.51560  12.99912 -30.00000   0.46040   0.00000  0.00000E+00  9.89900E-01  2.80700E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940176047
     8683    0.95000  1.17795141460E+10   3.32853   3.51559  12.99919 -30.00000   0.46041   0.00000  0.00000E+00  9.89900E-01  2.80900E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940245820
     8684    0.95000  1.17795147020E+10   3.32861   3.51558  12.99924 -30.00000   0.46043   0.00000  0.00000E+00  9.89900E-01  2.81000E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940313899
     8685    0.95000  1.17795152475E+10   3.32869   3.51557  12.99930 -30.00000   0.46045   0.00000  0.00000E+00  9.89900E-01  2.81100E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940380697
     8686    0.95000  1.17795158169E+10   3.32877   3.51556  12.99936 -30.00000   0.46047   0.00000  0.00000E+00  9.89900E-01  2.81300E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940450425
     8687    0.95000  1.17795163725E+10   3.32885   3.51555  12.99942 -30.00000   0.46048   0.00000  0.00000E+00  9.89900E-01  2.81400E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940518459
     8688    0.95000  1.17795169176E+10   3.32893   3.51554  12.99948 -30.00000   0.46050   0.00000  0.00000E+00  9.89900E-01  2.81500E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940585214
     8689    0.95000  1.17795174867E+10   3.32901   3.51553  12.99954 -30.00000   0.46052   0.00000  0.00000E+00  9.89900E-01  2.81600E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940654896
     8690    0.95000  1.17795180419E+10   3.32909   3.51552  12.99960 -30.00000   0.46053   0.00000  0.00000E+00  9.89900E-01  2.81800E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940722886
     8691    0.95000  1.17795185867E+10   3.32916   3.51551  12.99965 -30.00000   0.46055   0.00000  0.00000E+00  9.89900E-01  2.81900E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940789597
     8692    0.95000  1.17795191554E+10   3.32925   3.51550  12.99972 -30.00000   0.46057   0.00000  0.00000E+00  9.89900E-01  2.82000E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940859234
     8693    0.95000  1.17795197102E+10   3.32932   3.51549  12.99977 -30.00000   0.46058   0.00000  0.00000E+00  9.89900E-01  2.82200E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940927180
     8694    0.95000  1.17795202547E+10   3.32940   3.51548  12.99983 -30.00000   0.46060   0.00000  0.00000E+00  9.89900E-01  2.82300E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9940993848
     8695    0.95000  1.17795208230E+10   3.32948   3.51547  12.99989 -30.00000   0.46062   0.00000  0.00000E+00  9.89900E-01  2.82400E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941063441
     8696    0.95000  1.17795213775E+10   3.32956   3.51546  12.99995 -30.00000   0.46063   0.00000  0.00000E+00  9.89900E-01  2.82500E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941131343
     8697    0.95000  1.17795219216E+10   3.32964   3.51545  13.00001 -30.00000   0.46065   0.00000  0.00000E+00  9.89900E-01  2.82700E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941197966
     8698    0.95000  1.17795224895E+10   3.32972   3.51544  13.00007 -30.00000   0.46067   0.00000  0.00000E+00  9.89900E-01  2.82800E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941267514
     8699    0.95000  1.17795230437E+10   3.32980   3.51543  13.00013 -30.00000   0.46068   0.00000  0.00000E+00  9.89900E-01  2.82900E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941335371
     8700    0.95000  1.17795235874E+10   3.32987   3.51542  13.00018 -30.00000   0.46070   0.00000  0.00000E+00  9.89900E-01  2.83100E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941401950
     8701    0.95000  1.17795241549E+10   3.32996   3.51541  13.00024 -30.00000   0.46072   0.00000  0.00000E+00  9.89900E-01  2.83200E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941471452
     8702    0.95000  1.17795247087E+10   3.33003   3.51540  13.00030 -30.00000   0.46073   0.00000  0.00000E+00  9.89900E-01  2.83300E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941539266
     8703    0.95000  1.17795252521E+10   3.33011   3.51539  13.00036 -30.00000   0.46075   0.00000  0.00000E+00  9.89900E-01  2.83500E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941605803
     8704    0.95000  1.17795258193E+10   3.33019   3.51538  13.00042 -30.00000   0.46077   0.00000  0.00000E+00  9.89900E-01  2.83600E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941675261
     8705    0.95000  1.17795263727E+10   3.33027   3.51538  13.00048 -30.00000   0.46078   0.00000  0.00000E+00  9.89900E-01  2.83700E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941743031
     8706    0.95000  1.17795269157E+10   3.33035   3.51537  13.00053 -30.00000   0.46080   0.00000  0.00000E+00  9.89900E-01  2.83900E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941809523
     8707    0.95000  1.17795274826E+10   3.33043   3.51536  13.00059 -30.00000   0.46082   0.00000  0.00000E+00  9.89900E-01  2.84000E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941878936
     8708    0.95000  1.17795280357E+10   3.33051   3.51535  13.00065 -30.00000   0.46083   0.00000  0.00000E+00  9.89900E-01  2.84100E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9941946662
     8709    0.95000  1.17795285783E+10   3.33058   3.51534  13.00071 -30.00000   0.46085   0.00000  0.00000E+00  9.89900E-01  2.84300E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942013110
     8710    0.95000  1.17795291448E+10   3.33066   3.51533  13.00077 -30.00000   0.46087   0.00000  0.00000E+00  9.89900E-01  2.84400E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942082481
     8711    0.95000  1.17795296975E+10   3.33074   3.51532  13.00082 -30.00000   0.46089   0.00000  0.00000E+00  9.89900E-01  2.84500E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942150163
     8712    0.95000  1.17795302398E+10   3.33082   3.51531  13.00088 -30.00000   0.46090   0.00000  0.00000E+00  9.89900E-01  2.84700E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942216570
     8713    0.95000  1.17795308060E+10   3.33090   3.51530  13.00094 -30.00000   0.46092   0.00000  0.00000E+00  9.89900E-01  2.84800E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942285895
     8714    0.95000  1.17795313583E+10   3.33098   3.51529  13.00100 -30.00000   0.46094   0.00000  0.00000E+00  9.89900E-01  2.84900E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942353534
     8715    0.95000  1.17795319003E+10   3.33105   3.51528  13.00105 -30.00000   0.46096   0.00000  0.00000E+00  9.89900E-01  2.85100E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942419896
     8716    0.95000  1.17795324660E+10   3.33114   3.51527  13.00112 -30.00000   0.46097   0.00000  0.00000E+00  9.89900E-01  2.85200E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942489176
     8717    0.95000  1.17795330180E+10   3.33121   3.51526  13.00118 -30.00000   0.46099   0.00000  0.00000E+00  9.89900E-01  2.85300E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942556771
     8718    0.95000  1.17795335596E+10   3.33129   3.51525  13.00123 -30.00000   0.46101   0.00000  0.00000E+00  9.89900E-01  2.85500E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942623090
     8719    0.95000  1.17795341250E+10   3.33137   3.51524  13.00129 -30.00000   0.46103   0.00000  0.00000E+00  9.89900E-01  2.85600E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942692325
     8720    0.95000  1.17795346766E+10   3.33145   3.51523  13.00135 -30.00000   0.46104   0.00000  0.00000E+00  9.89900E-01  2.85700E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942759875
     8721    0.95000  1.17795352179E+10   3.33153   3.51522  13.00140 -30.00000   0.46106   0.00000  0.00000E+00  9.89900E-01  2.85900E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942826151
     8722    0.95000  1.17795357829E+10   3.33161   3.51521  13.00147 -30.00000   0.46108   0.00000  0.00000E+00  9.89900E-01  2.86000E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942895341
     8723    0.95000  1.17795363342E+10   3.33169   3.51521  13.00153 -30.00000   0.46109   0.00000  0.00000E+00  9.89900E-01  2.86200E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9942962848
     8724    0.95000  1.17795368751E+10   3.33176   3.51520  13.00158 -30.00000   0.46111   0.00000  0.00000E+00  9.89900E-01  2.86300E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943029081
     8725    0.95000  1.17795374397E+10   3.33185   3.51519  13.00164 -30.00000   0.46113   0.00000  0.00000E+00  9.89900E-01  2.86400E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00904  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943098227
     8726    0.95000  1.17795379906E+10   3.33192   3.51518  13.00170 -30.00000   0.46114   0.00000  0.00000E+00  9.89900E-01  2.86600E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943165689
     8727    0.95000  1.17795385312E+10   3.33200   3.51517  13.00176 -30.00000   0.46116   0.00000  0.00000E+00  9.89900E-01  2.86700E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943231878
     8728    0.95000  1.17795390955E+10   3.33208   3.51516  13.00182 -30.00000   0.46118   0.00000  0.00000E+00  9.89900E-01  2.86800E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943300979
     8729    0.95000  1.17795396460E+10   3.33216   3.51515  13.00188 -30.00000   0.46119   0.00000  0.00000E+00  9.89900E-01  2.87000E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943368398
     8730    0.95000  1.17795401862E+10   3.33223   3.51514  13.00193 -30.00000   0.46121   0.00000  0.00000E+00  9.89900E-01  2.87100E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943434544
     8731    0.95000  1.17795407501E+10   3.33232   3.51513  13.00199 -30.00000   0.46123   0.00000  0.00000E+00  9.89900E-01  2.87300E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943503601
     8732    0.95000  1.17795413004E+10   3.33239   3.51512  13.00205 -30.00000   0.46124   0.00000  0.00000E+00  9.89900E-01  2.87400E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943570976
     8733    0.95000  1.17795418402E+10   3.33247   3.51511  13.00211 -30.00000   0.46126   0.00000  0.00000E+00  9.89900E-01  2.87500E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943637079
     8734    0.95000  1.17795424038E+10   3.33255   3.51510  13.00217 -30.00000   0.46128   0.00000  0.00000E+00  9.89900E-01  2.87700E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943706092
     8735    0.95000  1.17795429536E+10   3.33263   3.51509  13.00222 -30.00000   0.46129   0.00000  0.00000E+00  9.89900E-01  2.87800E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943773423
     8736    0.95000  1.17795434931E+10   3.33271   3.51508  13.00228 -30.00000   0.46131   0.00000  0.00000E+00  9.89900E-01  2.88000E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943839483
     8737    0.95000  1.17795440563E+10   3.33279   3.51507  13.00234 -30.00000   0.46133   0.00000  0.00000E+00  9.89900E-01  2.88100E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943908451
     8738    0.95000  1.17795446058E+10   3.33287   3.51506  13.00240 -30.00000   0.46134   0.00000  0.00000E+00  9.89900E-01  2.88200E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9943975739
     8739    0.95000  1.17795451449E+10   3.33294   3.51506  13.00245 -30.00000   0.46136   0.00000  0.00000E+00  9.89900E-01  2.88400E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944041755
     8740    0.95000  1.17795457077E+10   3.33302   3.51504  13.00252 -30.00000   0.46138   0.00000  0.00000E+00  9.89900E-01  2.88500E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944110679
     8741    0.95000  1.17795462569E+10   3.33310   3.51504  13.00257 -30.00000   0.46139   0.00000  0.00000E+00  9.89900E-01  2.88700E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944177923
     8742    0.95000  1.17795467956E+10   3.33318   3.51503  13.00263 -30.00000   0.46141   0.00000  0.00000E+00  9.89900E-01  2.88800E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944243896
     8743    0.95000  1.17795473581E+10   3.33326   3.51502  13.00269 -30.00000   0.46143   0.00000  0.00000E+00  9.89900E-01  2.88900E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944312775
     8744    0.95000  1.17795479069E+10   3.33334   3.51501  13.00274 -30.00000   0.46145   0.00000  0.00000E+00  9.89900E-01  2.89100E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944379977
     8745    0.95000  1.17795484453E+10   3.33341   3.51500  13.00280 -30.00000   0.46146   0.00000  0.00000E+00  9.89900E-01  2.89200E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944445907
     8746    0.95000  1.17795490075E+10   3.33350   3.51499  13.00286 -30.00000   0.46148   0.00000  0.00000E+00  9.89900E-01  2.89400E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944514742
     8747    0.95000  1.17795495559E+10   3.33357   3.51498  13.00292 -30.00000   0.46150   0.00000  0.00000E+00  9.89900E-01  2.89500E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944581900
     8748    0.95000  1.17795500940E+10   3.33365   3.51497  13.00297 -30.00000   0.46152   0.00000  0.00000E+00  9.89900E-01  2.89700E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944647787
     8749    0.95000  1.17795506557E+10   3.33373   3.51496  13.00304 -30.00000   0.46153   0.00000  0.00000E+00  9.89900E-01  2.89800E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944716578
     8750    0.95000  1.17795512038E+10   3.33381   3.51495  13.00309 -30.00000   0.46155   0.00000  0.00000E+00  9.89900E-01  2.89900E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944783693
     8751    0.95000  1.17795517415E+10   3.33388   3.51494  13.00315 -30.00000   0.46157   0.00000  0.00000E+00  9.89900E-01  2.90100E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944849538
     8752    0.95000  1.17795523029E+10   3.33397   3.51493  13.00321 -30.00000   0.46159   0.00000  0.00000E+00  9.89900E-01  2.90200E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944918285
     8753    0.95000  1.17795528506E+10   3.33404   3.51492  13.00327 -30.00000   0.46160   0.00000  0.00000E+00  9.89900E-01  2.90400E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9944985355
     8754    0.95000  1.17795533880E+10   3.33412   3.51491  13.00332 -30.00000   0.46162   0.00000  0.00000E+00  9.89900E-01  2.90500E-05  7.39500E-04     0.99110     0.00010     0.00000     0.00030     0.00905  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.9945051157
